Folder, Number of Cells, Cell Area, Net Area, Total Area, Highest Timing Value, Start-point, End-point, Leakage Power, Dynamic Power, Total Power
MAC_Operators_Carry_select/Synthesis_folder, , , , , , , , ,, , 
MAC_Operators_Carry_select/Synthesis_folder, , , , , , , , ,, , 
MAC_Operators_Carry_select/Synthesis_folder, , , , , , , , ,, , 
