Folder, Number of Cells, Cell Area, Net Area, Total Area, Highest Timing Value, Start-point, End-point, Leakage Power, Dynamic Power, Total Power
MAC_synth_Operator_CSA_20_hector, , , , , , , , , , , 
MAC_synth_Operator_CSA_20, , , , , , , , , , , 
MAC_synth_Operator_20, 51, , , , 2959, X[0], , 9.57629e-09, 2.42270e-05, 4.93995e-05, 7.36361e-05
