Operator_4n, 40, 2965, 1186, 4151, 3093, s_mult[25], y[11], 30.129, 366863.820, 366893.948
Operator_8n, 90, 6838, 2560, 9398, 3368, s_mult[37], y[11], 69.305, 1175621.625, 1175690.930
Operator_12n, 138, 10661, 3905, 14566, 3623, s_mult[72], y[11], 108.077, 2240751.839, 2240859.917
Operator_16n, 188, 14533, 5279, 19813, 3818, s_mult[121], y[11], 147.495, 3488687.332, 3488834.827
Operator_20n, 234, 18308, 6595, 24903, 3876, s_mult[145], y[11], 185.380, 4601968.561, 4602153.941
